84042 silly lifecycle minimatch@3.0.3~preinstall: no script for preinstall, continuing
86687 verbose linkBins natives@1.1.0
86688 verbose linkMans natives@1.1.0
86689 silly build graceful-fs@3.0.11
86690 info linkStuff graceful-fs@3.0.11
86691 silly linkStuff graceful-fs@3.0.11 has D:\www\nailed_sudio\node_modules\gulp\node_modules as its parent node_modules
86692 verbose linkBins graceful-fs@3.0.11
86693 verbose linkMans graceful-fs@3.0.11
86694 silly build negotiator@0.6.1
86695 info linkStuff negotiator@0.6.1
86696 silly linkStuff negotiator@0.6.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86697 verbose linkBins negotiator@0.6.1
86698 verbose linkMans negotiator@0.6.1
86699 silly build accepts@1.3.3
86700 info linkStuff accepts@1.3.3
86701 silly linkStuff accepts@1.3.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
86702 verbose linkBins accepts@1.3.3
86703 verbose linkMans accepts@1.3.3
86704 silly build lodash@4.16.6
86705 info linkStuff lodash@4.16.6
86706 silly linkStuff lodash@4.16.6 has D:\www\nailed_sudio\node_modules\node-sass\node_modules as its parent node_modules
86707 verbose linkBins lodash@4.16.6
86708 verbose linkMans lodash@4.16.6
86709 silly build node-status-codes@1.0.0
86710 info linkStuff node-status-codes@1.0.0
86711 silly linkStuff node-status-codes@1.0.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86712 verbose linkBins node-status-codes@1.0.0
86713 verbose linkMans node-status-codes@1.0.0
86714 silly build node-uuid@1.4.7
86715 info linkStuff node-uuid@1.4.7
86716 silly linkStuff node-uuid@1.4.7 has D:\www\nailed_sudio\node_modules as its parent node_modules
86717 verbose linkBins node-uuid@1.4.7
86718 verbose linkBins [ { uuid: './bin/uuid' },
86718 verbose linkBins   'D:\\www\\nailed_sudio\\node_modules\\.bin',
86718 verbose linkBins   false ]
86719 verbose linkMans node-uuid@1.4.7
86720 silly build nopt@3.0.6
86721 info linkStuff nopt@3.0.6
86722 silly linkStuff nopt@3.0.6 has D:\www\nailed_sudio\node_modules as its parent node_modules
86723 verbose linkBins nopt@3.0.6
86724 verbose linkBins [ { nopt: './bin/nopt.js' },
86724 verbose linkBins   'D:\\www\\nailed_sudio\\node_modules\\.bin',
86724 verbose linkBins   false ]
86725 verbose linkMans nopt@3.0.6
86726 silly build normalize-path@2.0.1
86727 info linkStuff normalize-path@2.0.1
86728 silly linkStuff normalize-path@2.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86729 verbose linkBins normalize-path@2.0.1
86730 verbose linkMans normalize-path@2.0.1
86731 silly build normalize-range@0.1.2
86732 info linkStuff normalize-range@0.1.2
86733 silly linkStuff normalize-range@0.1.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86734 verbose linkBins normalize-range@0.1.2
86735 verbose linkMans normalize-range@0.1.2
86736 silly build num2fraction@1.2.2
86737 info linkStuff num2fraction@1.2.2
86738 silly linkStuff num2fraction@1.2.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86739 verbose linkBins num2fraction@1.2.2
86740 verbose linkMans num2fraction@1.2.2
86741 silly build number-is-nan@1.0.1
86742 info linkStuff number-is-nan@1.0.1
86743 silly linkStuff number-is-nan@1.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86744 verbose linkBins number-is-nan@1.0.1
86745 verbose linkMans number-is-nan@1.0.1
86746 silly build is-finite@1.0.2
86747 info linkStuff is-finite@1.0.2
86748 silly linkStuff is-finite@1.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86749 verbose linkBins is-finite@1.0.2
86750 verbose linkMans is-finite@1.0.2
86751 silly build is-fullwidth-code-point@1.0.0
86752 info linkStuff is-fullwidth-code-point@1.0.0
86753 silly linkStuff is-fullwidth-code-point@1.0.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86754 verbose linkBins is-fullwidth-code-point@1.0.0
86755 verbose linkMans is-fullwidth-code-point@1.0.0
86756 silly build oauth-sign@0.8.2
86757 info linkStuff oauth-sign@0.8.2
86758 silly linkStuff oauth-sign@0.8.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86759 verbose linkBins oauth-sign@0.8.2
86760 verbose linkMans oauth-sign@0.8.2
86761 silly build object-assign@4.1.1
86762 info linkStuff object-assign@4.1.1
86763 silly linkStuff object-assign@4.1.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86764 verbose linkBins object-assign@4.1.1
86765 verbose linkMans object-assign@4.1.1
86766 silly build exec-series@1.0.3
86767 info linkStuff exec-series@1.0.3
86768 silly linkStuff exec-series@1.0.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
86769 verbose linkBins exec-series@1.0.3
86770 verbose linkMans exec-series@1.0.3
86771 silly build figures@1.7.0
86772 info linkStuff figures@1.7.0
86773 silly linkStuff figures@1.7.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86774 verbose linkBins figures@1.7.0
86775 verbose linkMans figures@1.7.0
86776 silly build object-component@0.0.3
86777 info linkStuff object-component@0.0.3
86778 silly linkStuff object-component@0.0.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
86779 verbose linkBins object-component@0.0.3
86780 verbose linkMans object-component@0.0.3
86781 silly build object-path@0.9.2
86782 info linkStuff object-path@0.9.2
86783 silly linkStuff object-path@0.9.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86784 verbose linkBins object-path@0.9.2
86785 verbose linkMans object-path@0.9.2
86786 silly build object.omit@2.0.1
86787 info linkStuff object.omit@2.0.1
86788 silly linkStuff object.omit@2.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86789 verbose linkBins object.omit@2.0.1
86790 verbose linkMans object.omit@2.0.1
86791 silly build on-finished@2.3.0
86792 info linkStuff on-finished@2.3.0
86793 silly linkStuff on-finished@2.3.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86794 verbose linkBins on-finished@2.3.0
86795 verbose linkMans on-finished@2.3.0
86796 silly build onetime@1.1.0
86797 info linkStuff onetime@1.1.0
86798 silly linkStuff onetime@1.1.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86799 verbose linkBins onetime@1.1.0
86800 verbose linkMans onetime@1.1.0
86801 silly build openurl@1.1.0
86802 info linkStuff openurl@1.1.0
86803 silly linkStuff openurl@1.1.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86804 verbose linkBins openurl@1.1.0
86805 verbose linkMans openurl@1.1.0
86806 silly build options@0.0.6
86807 info linkStuff options@0.0.6
86808 silly linkStuff options@0.0.6 has D:\www\nailed_sudio\node_modules as its parent node_modules
86809 verbose linkBins options@0.0.6
86810 verbose linkMans options@0.0.6
86811 silly build os-filter-obj@1.0.3
86812 info linkStuff os-filter-obj@1.0.3
86813 silly linkStuff os-filter-obj@1.0.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
86814 verbose linkBins os-filter-obj@1.0.3
86815 verbose linkMans os-filter-obj@1.0.3
86816 silly build os-homedir@1.0.2
86817 info linkStuff os-homedir@1.0.2
86818 silly linkStuff os-homedir@1.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86819 verbose linkBins os-homedir@1.0.2
86820 verbose linkMans os-homedir@1.0.2
86821 silly build expand-tilde@1.2.2
86822 info linkStuff expand-tilde@1.2.2
86823 silly linkStuff expand-tilde@1.2.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86824 verbose linkBins expand-tilde@1.2.2
86825 verbose linkMans expand-tilde@1.2.2
86826 silly build os-locale@1.4.0
86827 info linkStuff os-locale@1.4.0
86828 silly linkStuff os-locale@1.4.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86829 verbose linkBins os-locale@1.4.0
86830 verbose linkMans os-locale@1.4.0
86831 silly build os-tmpdir@1.0.2
86832 info linkStuff os-tmpdir@1.0.2
86833 silly linkStuff os-tmpdir@1.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86834 verbose linkBins os-tmpdir@1.0.2
86835 verbose linkMans os-tmpdir@1.0.2
86836 silly build osenv@0.1.4
86837 info linkStuff osenv@0.1.4
86838 silly linkStuff osenv@0.1.4 has D:\www\nailed_sudio\node_modules as its parent node_modules
86839 verbose linkBins osenv@0.1.4
86840 verbose linkMans osenv@0.1.4
86841 silly build p-finally@1.0.0
86842 info linkStuff p-finally@1.0.0
86843 silly linkStuff p-finally@1.0.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86844 verbose linkBins p-finally@1.0.0
86845 verbose linkMans p-finally@1.0.0
86846 silly build is-extglob@1.0.0
86847 info linkStuff is-extglob@1.0.0
86848 silly linkStuff is-extglob@1.0.0 has D:\www\nailed_sudio\node_modules\parse-glob\node_modules as its parent node_modules
86849 verbose linkBins is-extglob@1.0.0
86850 verbose linkMans is-extglob@1.0.0
86851 silly build is-glob@2.0.1
86852 info linkStuff is-glob@2.0.1
86853 silly linkStuff is-glob@2.0.1 has D:\www\nailed_sudio\node_modules\parse-glob\node_modules as its parent node_modules
86854 verbose linkBins is-glob@2.0.1
86855 verbose linkMans is-glob@2.0.1
86856 silly build parse-glob@3.0.4
86857 info linkStuff parse-glob@3.0.4
86858 silly linkStuff parse-glob@3.0.4 has D:\www\nailed_sudio\node_modules as its parent node_modules
86859 verbose linkBins parse-glob@3.0.4
86860 verbose linkMans parse-glob@3.0.4
86861 silly build parse-json@2.2.0
86862 info linkStuff parse-json@2.2.0
86863 silly linkStuff parse-json@2.2.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86864 verbose linkBins parse-json@2.2.0
86865 verbose linkMans parse-json@2.2.0
86866 silly build parse-passwd@1.0.0
86867 info linkStuff parse-passwd@1.0.0
86868 silly linkStuff parse-passwd@1.0.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86869 verbose linkBins parse-passwd@1.0.0
86870 verbose linkMans parse-passwd@1.0.0
86871 silly build homedir-polyfill@1.0.1
86872 info linkStuff homedir-polyfill@1.0.1
86873 silly linkStuff homedir-polyfill@1.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86874 verbose linkBins homedir-polyfill@1.0.1
86875 verbose linkMans homedir-polyfill@1.0.1
86876 silly build parsejson@0.0.3
86877 info linkStuff parsejson@0.0.3
86878 silly linkStuff parsejson@0.0.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
86879 verbose linkBins parsejson@0.0.3
86880 verbose linkMans parsejson@0.0.3
86881 silly build parseqs@0.0.5
86882 info linkStuff parseqs@0.0.5
86883 silly linkStuff parseqs@0.0.5 has D:\www\nailed_sudio\node_modules as its parent node_modules
86884 verbose linkBins parseqs@0.0.5
86885 verbose linkMans parseqs@0.0.5
86886 silly build parseuri@0.0.5
86887 info linkStuff parseuri@0.0.5
86888 silly linkStuff parseuri@0.0.5 has D:\www\nailed_sudio\node_modules as its parent node_modules
86889 verbose linkBins parseuri@0.0.5
86890 verbose linkMans parseuri@0.0.5
86891 silly build parseurl@1.3.1
86892 info linkStuff parseurl@1.3.1
86893 silly linkStuff parseurl@1.3.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86894 verbose linkBins parseurl@1.3.1
86895 verbose linkMans parseurl@1.3.1
86896 silly build path-dirname@1.0.2
86897 info linkStuff path-dirname@1.0.2
86898 silly linkStuff path-dirname@1.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86899 verbose linkBins path-dirname@1.0.2
86900 verbose linkMans path-dirname@1.0.2
86901 silly build glob-parent@3.1.0
86902 info linkStuff glob-parent@3.1.0
86903 silly linkStuff glob-parent@3.1.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86904 verbose linkBins glob-parent@3.1.0
86905 verbose linkMans glob-parent@3.1.0
86906 silly build path-is-absolute@1.0.1
86907 info linkStuff path-is-absolute@1.0.1
86908 silly linkStuff path-is-absolute@1.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86909 verbose linkBins path-is-absolute@1.0.1
86910 verbose linkMans path-is-absolute@1.0.1
86911 silly build path-key@2.0.1
86912 info linkStuff path-key@2.0.1
86913 silly linkStuff path-key@2.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86914 verbose linkBins path-key@2.0.1
86915 verbose linkMans path-key@2.0.1
86916 silly build npm-run-path@2.0.2
86917 info linkStuff npm-run-path@2.0.2
86918 silly linkStuff npm-run-path@2.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86919 verbose linkBins npm-run-path@2.0.2
86920 verbose linkMans npm-run-path@2.0.2
86921 silly build path-parse@1.0.5
86922 info linkStuff path-parse@1.0.5
86923 silly linkStuff path-parse@1.0.5 has D:\www\nailed_sudio\node_modules as its parent node_modules
86924 verbose linkBins path-parse@1.0.5
86925 verbose linkMans path-parse@1.0.5
86926 silly build path-root-regex@0.1.2
86927 info linkStuff path-root-regex@0.1.2
86928 silly linkStuff path-root-regex@0.1.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86929 verbose linkBins path-root-regex@0.1.2
86930 verbose linkMans path-root-regex@0.1.2
86931 silly build path-root@0.1.1
86932 info linkStuff path-root@0.1.1
86933 silly linkStuff path-root@0.1.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86934 verbose linkBins path-root@0.1.1
86935 verbose linkMans path-root@0.1.1
86936 silly build pend@1.2.0
86937 info linkStuff pend@1.2.0
86938 silly linkStuff pend@1.2.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86939 verbose linkBins pend@1.2.0
86940 verbose linkMans pend@1.2.0
86941 silly build fd-slicer@1.0.1
86942 info linkStuff fd-slicer@1.0.1
86943 silly linkStuff fd-slicer@1.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86944 verbose linkBins fd-slicer@1.0.1
86945 verbose linkMans fd-slicer@1.0.1
86946 silly build pify@2.3.0
86947 info linkStuff pify@2.3.0
86948 silly linkStuff pify@2.3.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86949 verbose linkBins pify@2.3.0
86950 verbose linkMans pify@2.3.0
86951 silly build pinkie@2.0.4
86952 info linkStuff pinkie@2.0.4
86953 silly linkStuff pinkie@2.0.4 has D:\www\nailed_sudio\node_modules as its parent node_modules
86954 verbose linkBins pinkie@2.0.4
86955 verbose linkMans pinkie@2.0.4
86956 silly build pinkie-promise@2.0.1
86957 info linkStuff pinkie-promise@2.0.1
86958 silly linkStuff pinkie-promise@2.0.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86959 verbose linkBins pinkie-promise@2.0.1
86960 verbose linkMans pinkie-promise@2.0.1
86961 silly build get-stream@2.3.1
86962 info linkStuff get-stream@2.3.1
86963 silly linkStuff get-stream@2.3.1 has D:\www\nailed_sudio\node_modules as its parent node_modules
86964 verbose linkBins get-stream@2.3.1
86965 verbose linkMans get-stream@2.3.1
86966 silly build opn@4.0.2
86967 info linkStuff opn@4.0.2
86968 silly linkStuff opn@4.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86969 verbose linkBins opn@4.0.2
86970 verbose linkMans opn@4.0.2
86971 silly build path-exists@2.1.0
86972 info linkStuff path-exists@2.1.0
86973 silly linkStuff path-exists@2.1.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86974 verbose linkBins path-exists@2.1.0
86975 verbose linkMans path-exists@2.1.0
86976 silly build find-up@1.1.2
86977 info linkStuff find-up@1.1.2
86978 silly linkStuff find-up@1.1.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86979 verbose linkBins find-up@1.1.2
86980 verbose linkMans find-up@1.1.2
86981 silly build path-type@1.1.0
86982 info linkStuff path-type@1.1.0
86983 silly linkStuff path-type@1.1.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86984 verbose linkBins path-type@1.1.0
86985 verbose linkMans path-type@1.1.0
86986 silly build plur@2.1.2
86987 info linkStuff plur@2.1.2
86988 silly linkStuff plur@2.1.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
86989 verbose linkBins plur@2.1.2
86990 verbose linkMans plur@2.1.2
86991 silly build postcss-value-parser@3.3.0
86992 info linkStuff postcss-value-parser@3.3.0
86993 silly linkStuff postcss-value-parser@3.3.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
86994 verbose linkBins postcss-value-parser@3.3.0
86995 verbose linkMans postcss-value-parser@3.3.0
86996 silly build supports-color@3.2.3
86997 info linkStuff supports-color@3.2.3
86998 silly linkStuff supports-color@3.2.3 has D:\www\nailed_sudio\node_modules\postcss\node_modules as its parent node_modules
86999 verbose linkBins supports-color@3.2.3
87000 verbose linkMans supports-color@3.2.3
87001 silly build prepend-http@1.0.4
87002 info linkStuff prepend-http@1.0.4
87003 silly linkStuff prepend-http@1.0.4 has D:\www\nailed_sudio\node_modules as its parent node_modules
87004 verbose linkBins prepend-http@1.0.4
87005 verbose linkMans prepend-http@1.0.4
87006 silly build preserve@0.2.0
87007 info linkStuff preserve@0.2.0
87008 silly linkStuff preserve@0.2.0 has D:\www\nailed_sudio\node_modules as its parent node_modules
87009 verbose linkBins preserve@0.2.0
87010 verbose linkMans preserve@0.2.0
87011 silly build pretty-bytes@4.0.2
87012 info linkStuff pretty-bytes@4.0.2
87013 silly linkStuff pretty-bytes@4.0.2 has D:\www\nailed_sudio\node_modules as its parent node_modules
87014 verbose linkBins pretty-bytes@4.0.2
87015 verbose linkMans pretty-bytes@4.0.2
87016 silly build pretty-hrtime@1.0.3
87017 info linkStuff pretty-hrtime@1.0.3
87018 silly linkStuff pretty-hrtime@1.0.3 has D:\www\nailed_sudio\node_modules as its parent node_modules
87019 verbose linkBins pretty-hrtime@1.0.3
87020 verbose linkMans pretty-hrtime@1.0.3
87021 silly build process-nextick-args@1.0.7
87022 info linkStuff process-nextick-args@1.0.7
